IDc	Lat	Long	NbArticles	IdClustDBScan	IdClustCham	isFusion
2	-38.0396230	-57.5639910	1	0	0	No
3	-36.8201350	-73.0443900	1	0	0	No
4	-34.9011130	-56.1645310	1	0	0	No
5	-34.8930140	-56.1503240	1	0	0	No
6	-34.8884300	-56.1854940	1	0	0	No
7	-34.6036840	-58.3815590	2	0	0	No
8	-33.4500000	-70.6666670	2	0	0	No
9	-33.4488900	-70.6692650	2	0	0	No
10	-32.8692430	-68.8449030	1	0	0	No
11	-31.7653990	-52.3375890	1	0	0	No
12	-30.0629560	-51.1608940	1	0	0	No
13	-27.4692130	-58.8306350	1	0	0	No
14	-25.9695930	32.5857310	1	0	0	No
15	-25.8919680	32.6051350	2	0	0	No
16	-24.6282080	25.9231470	2	0	0	No
17	-24.5911680	25.9412530	1	0	0	No
18	-23.5663330	-46.7186290	1	0	0	No
19	-23.5510370	-46.6651020	1	0	0	No
20	-23.5505200	-46.6333090	1	0	0	No
21	-23.5499160	-46.6334290	1	0	0	No
22	-23.3044520	-51.1695820	1	0	0	No
23	-22.9068470	-43.1728960	1	0	0	No
24	-22.8757010	-43.2429690	1	0	0	No
25	-22.8478390	-43.2474140	1	0	0	No
26	-22.8357970	-43.3618610	1	0	0	No
27	-22.7342860	-47.6480640	1	0	0	No
28	-21.1393420	-175.2049470	1	0	0	No
29	-20.4697100	-54.6201210	1	0	0	No
30	-20.2195240	57.5023320	1	0	0	No
31	-19.9245460	-43.9281670	1	0	0	No
32	-19.9213500	-43.9527300	1	0	0	No
33	-19.9213040	-43.9526900	1	0	0	No
34	-19.0195850	-65.2619610	1	0	0	No
35	-18.8791900	47.5079050	1	0	0	No
36	-18.5121780	-44.5550310	1	0	0	No
37	-17.8251660	31.0335100	7	0	0	No
38	-17.7799310	31.0551020	1	0	0	No
39	-17.4139770	-66.1653220	2	0	0	No
40	-16.6868910	-49.2647940	1	0	0	No
41	-16.6324880	-49.2221170	1	0	0	No
42	-16.4896890	-68.1192940	3	0	0	No
43	-15.8326870	35.0609940	1	0	0	No
44	-15.7666710	35.0167870	1	0	0	No
45	-15.3875260	28.3228170	1	0	0	No
46	-15.3309040	28.4543450	1	0	0	No
47	-12.9910180	-38.5204460	1	0	0	No
48	-12.0463740	-77.0427930	5	0	0	No
49	-9.5713060	-36.7819500	1	0	0	No
50	-8.9094010	33.4607740	1	0	0	No
51	-8.8399880	13.2894370	1	0	0	No
52	-8.1398940	36.6817280	1	0	0	No
53	-8.0578380	-34.8828970	1	0	0	No
54	-7.9562010	112.6124160	1	0	0	No
55	-7.7955800	110.3694900	1	0	0	No
56	-7.7682120	110.4083340	1	0	0	No
57	-6.8303730	37.6705890	4	0	0	No
58	-6.8107530	39.2962980	2	0	0	No
59	-6.7663050	39.1959730	6	0	0	No
60	-6.5976290	106.7995700	1	0	0	No
61	-6.5971470	106.8060390	1	0	0	No
62	-6.5841200	106.7867960	1	0	0	No
63	-6.3402770	106.9399210	1	0	0	No
64	-6.2191060	106.8155880	1	0	0	No
65	-6.1953210	106.8446540	1	0	0	No
66	-6.1929380	106.8466000	1	0	0	No
67	-6.1583050	39.1921430	1	0	0	No
68	-6.0834770	145.3862640	1	0	0	No
69	-5.0920110	-42.8037600	1	0	0	No
70	-5.0424940	32.8197330	1	0	0	No
71	-4.4124260	15.3039010	1	0	0	No
72	-4.0562690	39.6841360	1	0	0	No
73	-3.7366920	-38.5710740	1	0	0	No
74	-3.3723010	36.6944140	1	0	0	No
75	-3.3613780	29.3598780	2	0	0	No
76	-3.0844590	-59.9804500	1	0	0	No
77	-2.9760730	104.7754310	1	0	0	No
78	-2.1709980	-79.9223590	1	0	0	No
79	-1.9578750	30.1127350	1	0	0	No
80	-1.6196440	13.6015460	1	0	0	No
81	-1.3124620	36.8072460	1	0	0	No
82	-1.3117520	36.6985980	1	0	0	No
83	-1.3045690	36.8071990	2	0	0	No
84	-1.2920660	36.8219460	7	0	0	No
85	-1.0387570	37.0833750	1	0	0	No
86	-0.7015460	10.2403860	1	0	0	No
87	-0.3675670	35.9291610	1	0	0	No
88	-0.2010670	-78.4308970	1	0	0	No
89	-0.1806530	-78.4678380	2	0	0	No
90	0.0000000	0.0000000	1	0	0	No
91	0.4161980	9.4672680	3	0	0	No
92	0.7393930	104.2279670	1	0	0	No
93	1.8533180	9.7790230	1	0	0	No
94	2.0469340	45.3181620	1	0	0	No
95	2.9651470	99.0626380	1	0	0	No
96	2.9891680	101.7125230	2	0	0	No
97	3.1390030	101.6868550	2	0	0	No
98	3.4516470	-76.5319850	5	0	0	No
99	3.5144200	11.5077570	1	0	0	No
100	3.8480330	11.5020750	9	0	0	No
101	3.8627800	11.4967490	1	0	0	No
102	4.0510560	9.7678690	3	0	0	No
103	4.1481840	9.2453020	1	0	0	No
104	4.1513820	-73.6376900	1	0	0	No
105	4.6333270	9.4450440	1	0	0	No
106	4.7109890	-74.0720920	2	0	0	No
107	5.3503590	-3.8757120	1	0	0	No
108	5.3599520	-4.0082560	7	0	0	No
109	5.4459390	10.0471550	1	0	0	No
110	5.5482900	95.3237560	1	0	0	No
111	5.6037170	-0.1869640	1	0	0	No
112	5.6551330	-0.1803520	1	0	0	No
113	6.1464690	-75.3852690	1	0	0	No
114	6.1724970	1.2313620	3	0	0	No
115	6.2244850	10.6759770	1	0	0	No
116	6.3349860	5.6037460	1	0	0	No
117	6.3702930	2.3912360	4	0	0	No
118	6.4968570	2.6288520	1	0	0	No
119	6.9270790	79.8612430	1	0	0	No
120	6.9701970	79.8716840	1	0	0	No
121	7.1897660	100.5953810	1	0	0	No
122	7.1907080	125.4553410	1	0	0	No
123	7.2616760	80.5946570	1	0	0	No
124	7.2698650	80.5938330	2	0	0	No
125	7.3381490	13.5668300	4	0	0	No
126	7.3775360	3.9470400	3	0	0	No
127	7.4904620	4.5521270	1	0	0	No
128	7.6904660	-5.0390540	3	0	0	No
129	8.1227500	4.2435890	1	0	0	No
130	8.8139770	-74.7232830	1	0	0	No
131	8.9769440	38.8000000	1	0	0	No
132	8.9779830	1.1448980	1	0	0	No
133	8.9806030	38.7577610	4	0	0	No
134	9.0337330	38.7657950	2	0	0	No
135	9.0340220	38.7655690	1	0	0	No
136	9.2034960	12.4953900	1	0	0	No
137	9.6411850	-13.5784010	1	0	0	No
138	9.7578980	105.6412530	1	0	0	No
139	9.9023630	-83.6707460	1	0	0	No
140	9.9067050	-83.6800510	1	0	0	No
141	10.4735230	-84.0167420	1	0	0	No
142	10.5104640	7.4165050	1	0	0	No
143	10.5925290	14.3210090	1	0	0	No
144	10.6423880	-61.4005280	1	0	0	No
145	10.7201500	122.5621060	1	0	0	No
146	11.1649220	-4.3051540	5	0	0	No
147	11.4070220	76.7091160	1	0	0	No
148	11.8816550	-15.6177940	4	0	0	No
149	12.1348460	15.0557420	2	0	0	No
150	12.2958100	76.6393810	1	0	0	No
151	12.3649670	-1.5402330	4	0	0	No
152	12.3787930	-1.4996860	1	0	0	No
153	12.3948640	-1.4696600	4	0	0	No
154	12.3965280	-1.4968130	1	0	0	No
155	12.6392320	-8.0028890	5	0	0	No
156	12.6445940	-7.9972310	1	0	0	No
157	12.8662050	-7.5599320	1	0	0	No
158	12.9490080	77.6071650	1	0	0	No
159	12.9715990	77.5945630	1	0	0	No
160	13.0058730	5.2475520	1	0	0	No
161	13.4548760	-16.5790320	2	0	0	No
162	13.5115960	2.1253850	2	0	0	No
163	13.7560240	100.4986790	2	0	0	No
164	13.7563310	100.5017650	4	0	0	No
165	13.7739820	100.5464880	2	0	0	No
166	13.7768780	100.4790010	1	0	0	No
167	13.8246200	100.5633590	1	0	0	No
168	14.1504230	121.2594400	1	0	0	No
169	14.4266260	121.0268990	1	0	0	No
170	14.5995120	120.9842200	2	0	0	No
171	14.6195580	-61.0780250	1	0	0	No
172	14.6349830	-90.5972220	1	0	0	No
173	14.6575030	121.0583040	1	0	0	No
174	14.6611050	-17.4367900	1	0	0	No
175	14.6965120	-16.4582560	1	0	0	No
176	14.7035850	-17.4288140	3	0	0	No
177	14.7211110	-17.4369440	1	0	0	No
178	14.7645040	-17.3660290	7	0	0	No
179	14.8879760	-92.2595240	1	0	0	No
180	15.5927670	32.5522360	1	0	0	No
181	16.0326310	-16.4818170	1	0	0	No
182	16.0497220	-16.4608330	2	0	0	No
183	16.7339710	120.3666100	1	0	0	No
184	16.8165020	74.6424730	1	0	0	No
185	17.9757060	102.6331040	1	0	0	No
186	17.9834770	-76.8002040	1	0	0	No
187	18.5326300	73.8301410	2	0	0	No
188	18.6813050	-99.1013500	1	0	0	No
189	18.8026240	98.9822210	1	0	0	No
190	19.2609960	76.7766650	1	0	0	No
191	19.4670930	-99.1594070	1	0	0	No
192	19.5194060	-96.9408990	1	0	0	No
193	20.4040130	85.8150400	1	0	0	No
194	20.5369980	-100.8197280	1	0	0	No
195	21.2382450	81.7048420	1	0	0	No
196	23.8103320	90.4125180	3	0	0	No
197	24.7579860	103.3007110	1	0	0	No
198	24.8982440	67.1057290	1	0	0	No
199	25.0960740	85.3131190	1	0	0	No
200	26.2389470	73.0243090	1	0	0	No
201	27.7172450	85.3239610	1	0	0	No
202	28.0515440	-15.4478130	1	0	0	No
203	28.0705330	-15.4522200	2	0	0	No
204	28.0786930	-16.5584480	1	0	0	No
205	28.0945150	-15.4501250	1	0	0	No
206	28.1129870	-15.4220600	1	0	0	No
207	28.2915640	-16.6291300	1	0	0	No
208	28.4025570	79.4245220	1	0	0	No
209	28.4802180	-16.2418720	1	0	0	No
210	28.4856610	-16.3162120	1	0	0	No
211	28.5310560	77.1711920	1	0	0	No
212	28.6024820	77.2258090	1	0	0	No
213	28.6156800	77.2123780	1	0	0	No
214	28.6837860	-17.7664490	2	0	0	No
215	30.0130560	31.2088530	1	0	0	No
216	30.0963300	31.3305500	1	0	0	No
217	30.4277550	-9.5981070	1	0	0	No
218	30.5374200	114.3244130	1	0	0	No
219	31.2000920	29.9187390	2	0	0	No
220	33.5731100	-7.5898430	1	0	0	No
221	33.9715900	-6.8498130	5	0	0	No
222	33.9933500	-6.8485010	1	0	0	No
223	35.2829600	25.1662700	1	0	0	No
224	35.3168880	25.1494530	6	0	0	No
225	35.3332330	25.1409990	1	0	0	No
226	35.3365570	25.1738770	1	0	0	No
227	35.3387350	25.1442130	30	0	0	No
228	35.3395800	25.1747480	3	0	0	No
229	35.3643620	24.4821550	2	0	0	No
230	35.4600230	24.0725860	2	0	0	No
231	35.4890580	23.9928450	3	0	0	No
232	35.5138300	24.0180370	2	0	0	No
233	35.5142810	24.0234000	2	0	0	No
234	35.5162560	24.1098700	1	0	0	No
235	35.5167970	24.0416510	1	0	0	No
236	35.7594650	-5.8339540	1	0	0	No
237	36.5316490	-6.1831950	1	0	0	No
238	36.5338350	-6.2978740	1	0	0	No
239	36.7029050	3.1428340	1	0	0	No
240	36.7212610	-4.4212660	1	0	0	No
241	36.7276990	-4.4186730	1	0	0	No
242	36.7379680	10.2476650	1	0	0	No
243	36.7421720	-4.5547230	2	0	0	No
244	36.7528870	3.0420480	1	0	0	No
245	36.7651770	-4.2589740	3	0	0	No
246	36.7774060	-3.7333540	1	0	0	No
247	36.7852530	3.2835140	1	0	0	No
248	36.8064950	10.1815320	1	0	0	No
249	36.8299120	10.1772330	1	0	0	No
250	36.8340470	-2.4637140	1	0	0	No
251	36.8379220	-2.4647420	1	0	0	No
252	36.9804900	-7.9048200	2	0	0	No
253	36.9879140	-3.5663070	4	0	0	No
254	37.0175960	-7.9697200	1	0	0	No
255	37.0193550	-7.9304400	2	0	0	No
256	37.0516790	-2.3900550	3	0	0	No
257	37.0537680	9.6209130	1	0	0	No
258	37.0848420	-8.0242580	1	0	0	No
259	37.1549030	-3.5838000	2	0	0	No
260	37.1773360	-3.5985570	1	0	0	No
261	37.1839400	-3.6010180	1	0	0	No
262	37.2088350	-6.9195720	1	0	0	No
263	37.3320030	-2.3033620	1	0	0	No
264	37.3424300	-6.0097020	1	0	0	No
265	37.3541520	-5.9885460	4	0	0	No
266	37.3552200	-5.9673970	1	0	0	No
267	37.3573600	-5.9866090	5	0	0	No
268	37.3595300	-5.9862610	3	0	0	No
269	37.3731060	-5.9950210	1	0	0	No
270	37.3815660	-5.9905370	1	0	0	No
271	37.3828640	-5.9746300	1	0	0	No
272	37.4201670	-5.8930500	2	0	0	No
273	37.4316350	15.0421410	1	0	0	No
274	37.5036470	15.0870290	1	0	0	No
275	37.5099300	15.0799600	1	0	0	No
276	37.5107350	15.0685510	13	0	0	No
277	37.5131100	15.0838030	1	0	0	No
278	37.5133600	15.0833170	3	0	0	No
279	37.5183870	15.0711380	2	0	0	No
280	37.5191370	-6.2681330	2	0	0	No
281	37.5262710	15.0730480	1	0	0	No
282	37.5262710	15.0730490	1	0	0	No
283	37.5341470	15.0820460	1	0	0	No
284	37.5405590	-5.0817190	1	0	0	No
285	37.5445920	-4.6519460	1	0	0	No
286	37.6548020	-6.8793340	1	0	0	No
287	37.6941890	-6.5836770	1	0	0	No
288	37.6991320	-8.0858260	1	0	0	No
289	37.7428300	-25.6805870	3	0	0	No
290	37.7951200	26.6801200	1	0	0	No
291	37.8071100	-2.5430410	1	0	0	No
292	37.8659620	-4.7959030	1	0	0	No
293	37.8677250	-4.7976430	1	0	0	No
294	37.8760580	-8.1649830	2	0	0	No
295	37.8869730	-4.7840010	1	0	0	No
296	37.8881750	-4.7793830	7	0	0	No
297	37.9011440	23.8726500	1	1	1	No
298	37.9084420	23.7164640	1	1	1	No
299	37.9125190	23.7455020	1	1	1	No
300	37.9134440	23.7549020	3	1	1	No
301	37.9240980	23.7563670	2	1	1	No
302	37.9393130	23.6424560	1	1	1	No
303	37.9416780	23.6483110	2	1	1	No
304	37.9418810	23.6986590	1	1	1	No
305	37.9421250	23.6445320	1	1	1	No
306	37.9429860	23.6469830	1	1	1	No
307	37.9430550	23.7470860	1	1	1	No
308	37.9449870	23.6652250	2	1	1	No
309	37.9525250	23.8602250	1	1	1	No
310	37.9531250	23.6816360	2	1	1	No
311	37.9548430	23.6185380	1	1	1	No
312	37.9553330	23.8522260	20	1	1	No
313	37.9563770	23.6545810	1	1	1	No
314	37.9571560	-8.8608910	1	0	0	No
315	37.9588460	23.7178890	1	1	1	No
316	37.9593840	23.6977810	1	1	1	No
317	37.9603400	-6.0573300	3	0	0	No
318	37.9614430	23.6285940	1	1	1	No
319	37.9615540	23.7439140	1	1	1	No
320	37.9624440	23.7163520	1	1	1	No
321	37.9629220	23.7194450	1	1	1	No
322	37.9633160	23.7295930	5	1	1	No
323	37.9669570	23.7460570	7	1	1	No
324	37.9671270	23.7267190	1	1	1	No
325	37.9681960	23.7786870	1	1	1	No
326	37.9698530	23.6985910	5	1	1	No
327	37.9718600	23.7304750	4	1	1	No
328	37.9733520	23.7455150	1	1	1	No
329	37.9741590	23.7337030	2	1	1	No
330	37.9742200	23.7344170	1	1	1	No
331	37.9757880	23.7413400	3	1	1	No
332	37.9761700	23.6711940	1	1	1	No
333	37.9765070	23.7331150	1	1	1	No
334	37.9765910	23.7649910	11	1	1	No
335	37.9769650	23.7397010	2	1	1	No
336	37.9770040	23.7387110	1	1	1	No
337	37.9771610	23.7317540	1	1	1	No
338	37.9774410	23.7445870	1	1	1	No
339	37.9775410	23.7760300	6	1	1	No
340	37.9779880	23.7395430	1	1	1	No
341	37.9783140	23.7213540	1	1	1	No
342	37.9783490	23.7364860	3	1	1	No
343	37.9786970	23.7339930	2	1	1	No
344	37.9787420	23.7359620	1	1	1	No
345	37.9788880	23.7318690	4	1	1	No
346	37.9791080	23.7325410	1	1	1	No
347	37.9791760	23.7351420	1	1	1	No
348	37.9793190	23.7491110	2	1	1	No
349	37.9802050	23.7680260	11	1	1	No
350	37.9804960	23.7561150	17	1	1	No
351	37.9808840	23.7338510	2	1	1	No
352	37.9811370	23.7296440	1	1	1	No
353	37.9814380	23.7361920	1	1	1	No
354	37.9816470	23.7594470	1	1	1	No
355	37.9824030	-1.1272400	1	0	0	No
356	37.9824070	23.7070560	17	1	1	No
357	37.9825270	23.7079610	1	1	1	No
358	37.9825470	23.7613460	1	1	1	No
359	37.9831370	23.7368040	5	1	1	No
360	37.9831580	23.7149700	5	1	1	No
361	37.9833290	23.7054670	1	1	1	No
362	37.9835900	23.7196240	1	1	1	No
363	37.9837930	23.7629690	12	1	1	No
364	37.9839170	23.7293600	141	1	1	No
365	37.9845680	-1.1199150	1	0	0	No
366	37.9847290	23.7578850	2	1	1	No
367	37.9856420	-1.1287060	2	0	0	No
368	37.9858280	23.7379450	1	1	1	No
369	37.9860380	23.7676310	1	1	1	No
370	37.9864330	23.7284860	2	1	1	No
371	37.9874220	-1.1272500	1	0	0	No
372	37.9876340	23.7349010	1	1	1	No
373	37.9880230	23.7323030	21	1	1	No
374	37.9886080	23.7369980	2	1	1	No
375	37.9897210	23.7651760	2	1	1	No
376	37.9899150	-1.1299100	1	0	0	No
377	37.9903020	23.7402100	2	1	1	No
378	37.9903180	23.7693350	1	1	1	No
379	37.9907100	23.7632920	5	1	1	No
380	37.9907190	23.7394910	1	1	1	No
381	37.9922400	-1.1306540	4	0	0	No
382	37.9928940	-1.1317040	2	0	0	No
383	37.9935530	23.7299510	2	1	1	No
384	37.9940810	23.7324350	2	1	1	No
385	37.9957520	23.7776810	9	1	1	No
386	37.9958770	23.7788150	2	1	1	No
387	37.9965800	23.7674900	1	1	1	No
388	37.9968990	23.7406640	2	1	1	No
389	37.9978370	23.7833080	1	1	1	No
390	37.9981700	23.7310590	1	1	1	No
391	37.9992650	23.7327740	1	1	1	No
392	37.9995930	23.7330730	1	1	1	No
393	38.0015720	23.7885670	1	1	1	No
394	38.0016220	23.7647900	4	1	1	No
395	38.0020660	23.7735570	1	1	1	No
396	38.0021560	23.9414110	20	1	1	No
397	38.0030550	23.7402920	1	1	1	No
398	38.0051620	23.7309190	1	1	1	No
399	38.0065610	23.6950660	1	1	1	No
400	38.0071910	23.7038380	1	1	1	No
401	38.0174710	23.7831630	1	1	1	No
402	38.0223640	23.7360860	3	1	1	No
403	38.0236400	23.7327990	2	1	1	No
404	38.0351560	23.7970240	1	1	1	No
405	38.0357670	23.7975780	1	1	1	No
406	38.0361380	23.7978920	1	1	1	No
407	38.0363790	23.6721490	1	1	1	No
408	38.0366680	23.7985540	1	1	1	No
409	38.0370870	23.8022360	1	1	1	No
410	38.0377910	23.7932640	1	1	1	No
411	38.0408870	23.7286750	1	1	1	No
412	38.0413840	23.8031770	1	1	1	No
413	38.0442600	-0.8436880	3	0	0	No
414	38.0457570	23.8584740	1	1	1	No
415	38.0476300	23.8696280	3	1	1	No
416	38.0566970	-1.2086760	1	0	0	No
417	38.0944440	13.3457340	1	0	0	No
418	38.1032590	13.3481440	1	0	0	No
419	38.1066500	15.6393000	1	0	0	No
420	38.1102780	13.3733920	1	0	0	No
421	38.1104710	13.3729170	1	0	0	No
422	38.1156880	13.3612670	1	0	0	No
423	38.1382190	-5.2057910	4	0	0	No
424	38.1510820	21.4257330	1	0	0	No
425	38.1543270	15.5166650	5	0	0	No
426	38.1640460	21.8343070	16	0	0	No
427	38.1847340	15.5564540	1	0	0	No
428	38.1938140	15.5540150	1	0	0	No
429	38.1983090	-0.7247730	1	0	0	No
430	38.2221090	21.7917400	1	0	0	No
431	38.2424770	21.7349640	2	0	0	No
432	38.2426840	21.7370340	1	0	0	No
433	38.2434920	21.7333710	1	0	0	No
434	38.2466400	21.7345740	18	0	0	No
435	38.2478920	21.7361890	6	0	0	No
436	38.2585700	21.7397640	3	0	0	No
437	38.2884690	21.7892930	4	0	0	No
438	38.2899930	21.7913730	1	0	0	No
439	38.2908970	21.7879150	1	0	0	No
440	38.3062440	21.8128330	1	0	0	No
441	38.3438930	-0.4850410	1	0	0	No
442	38.3458230	23.5822610	1	0	0	No
443	38.3709700	26.1366810	1	0	0	No
444	38.3872220	-0.5140640	1	0	0	No
445	38.3878190	22.6529540	1	0	0	No
446	38.4020460	-0.4360300	1	0	0	No
447	38.4560820	-6.5196420	1	0	0	No
448	38.4710300	-0.8010080	1	0	0	No
449	38.5245930	-8.0247000	1	0	0	No
450	38.5260440	-8.8909330	1	0	0	No
451	38.5276680	22.3781530	1	0	0	No
452	38.5348450	-28.6299810	1	0	0	No
453	38.5714310	-7.9135020	3	0	0	No
454	38.5732040	-7.9057550	4	0	0	No
455	38.6176290	-0.5861250	1	0	0	No
456	38.6237640	-0.5811280	1	0	0	No
457	38.6597880	-9.2027760	1	2	2	No
458	38.6608150	-9.0790720	1	2	2	No
459	38.6635430	-9.1980720	1	2	2	No
460	38.6643850	-9.2007280	1	2	2	No
461	38.6645450	-9.2003040	1	2	2	No
462	38.6658450	-9.1945950	14	2	2	No
463	38.6765240	-9.1651050	1	2	2	No
464	38.6796200	-9.1553020	1	2	2	No
465	38.6831810	-9.3216240	1	2	2	No
466	38.6867720	-9.3211870	3	2	2	No
467	38.6925320	-9.2158160	1	2	2	No
468	38.6937760	-9.2139290	1	2	2	No
469	38.6966290	-9.3259350	1	2	2	No
470	38.6968610	-9.3146010	5	2	2	No
471	38.6984140	-9.3240290	1	2	2	No
472	38.7028730	-9.1626660	1	2	2	No
473	38.7047980	-9.1677040	1	2	2	No
474	38.7059420	-9.1680150	3	2	2	No
475	38.7069200	-9.2536150	1	2	2	No
476	38.7092190	-9.1576110	4	2	2	No
477	38.7093760	-9.1350760	1	2	2	No
478	38.7096080	-9.1539180	3	2	2	No
479	38.7110340	-9.1643710	1	2	2	No
480	38.7113120	-9.1982120	1	2	2	No
481	38.7113470	-9.1317800	2	2	2	No
482	38.7121010	-9.1559970	1	2	2	No
483	38.7124000	-9.1857600	3	2	2	No
484	38.7126470	-9.1858040	4	2	2	No
485	38.7128030	-9.3955260	1	2	2	No
486	38.7150020	-9.1843680	2	2	2	No
487	38.7168800	-9.1385240	1	2	2	No
488	38.7169030	-9.1522380	3	2	2	No
489	38.7175520	-9.1509430	5	2	2	No
490	38.7178240	-9.1516140	3	2	2	No
491	38.7179080	-9.1514240	1	2	2	No
492	38.7192070	-9.4456700	2	2	2	No
493	38.7217340	-9.1509780	1	2	2	No
494	38.7221110	-9.1496110	1	2	2	No
495	38.7222520	-9.1393370	71	2	2	No
496	38.7222870	-9.1410890	1	2	2	No
497	38.7227810	-9.4679620	2	2	2	No
498	38.7248880	-9.1539570	1	2	2	No
499	38.7250380	-9.1515050	1	2	2	No
500	38.7258980	-9.1478060	6	2	2	No
501	38.7263050	-9.1411540	2	2	2	No
502	38.7271020	-9.1366850	1	2	2	No
503	38.7275900	-9.1425650	1	2	2	No
504	38.7279690	-9.1345940	1	2	2	No
505	38.7313850	-9.1428410	1	2	2	No
506	38.7314230	-9.1383770	1	2	2	No
507	38.7352170	-9.1383290	1	2	2	No
508	38.7353490	-9.1384130	4	2	2	No
509	38.7353860	-9.1382130	5	2	2	No
510	38.7356570	-9.1562390	1	2	2	No
511	38.7363560	-9.1407660	4	2	2	No
512	38.7365240	-9.1405210	1	2	2	No
513	38.7368190	-9.1387050	1	2	2	No
514	38.7368290	-9.1366120	1	2	2	No
515	38.7368840	-9.1373140	8	2	2	No
516	38.7369960	-9.1399170	22	2	2	No
517	38.7378890	-9.1310800	1	2	2	No
518	38.7381300	-9.2696610	1	2	2	No
519	38.7382260	-9.1339230	1	2	2	No
520	38.7384920	-9.1641550	1	2	2	No
521	38.7385940	-9.1542960	1	2	2	No
522	38.7391630	-9.3050680	1	2	2	No
523	38.7392560	-9.1347510	1	2	2	No
524	38.7422280	-9.1321070	1	2	2	No
525	38.7423260	-5.6599980	1	0	0	No
526	38.7436770	-9.2672520	1	2	2	No
527	38.7443950	-9.1013610	1	2	2	No
528	38.7448670	-9.1507760	2	2	2	No
529	38.7452870	-9.1954430	1	2	2	No
530	38.7466000	-9.1373010	1	2	2	No
531	38.7470400	-9.1549160	1	2	2	No
532	38.7479830	-9.1487460	1	2	2	No
533	38.7479870	-9.2058980	3	2	2	No
534	38.7481380	-9.1507210	1	2	2	No
535	38.7486310	-9.1378810	1	2	2	No
536	38.7488580	-9.1374980	6	2	2	No
537	38.7492310	-9.1660270	1	2	2	No
538	38.7501690	-9.1483450	1	2	2	No
539	38.7511570	-9.1539180	4	2	2	No
540	38.7512680	-9.1520320	1	2	2	No
541	38.7527920	-9.1562540	1	2	2	No
542	38.7540400	-9.1526030	2	2	2	No
543	38.7555000	-9.1501270	1	2	2	No
544	38.7559710	-9.1545350	2	2	2	No
545	38.7564440	-9.1465810	4	2	2	No
546	38.7577600	-9.2245470	2	2	2	No
547	38.7586360	-9.1413760	1	2	2	No
548	38.7587500	-9.1102390	1	2	2	No
549	38.7600330	-9.1400810	7	2	2	No
550	38.7601250	-9.2354610	1	2	2	No
551	38.7678010	-9.1732940	2	2	2	No
552	38.7680590	-9.1649650	1	2	2	No
553	38.7704070	-9.1772270	12	2	2	No
554	38.7744640	-4.8326210	1	0	0	No
555	38.7770190	-9.1054990	1	2	2	No
556	38.7913990	-9.1041160	4	2	2	No
557	38.8054510	-7.4548150	1	0	0	No
558	38.8068180	-7.4584050	1	0	0	No
559	38.8411410	-9.1007630	1	0	0	No
560	38.8802790	-7.1636640	2	0	0	No
561	38.8820950	-6.9575380	1	0	0	No
562	38.8897980	-9.0340480	1	0	0	No
563	38.9022050	-9.0397430	2	0	0	No
564	38.9075720	22.1273250	1	0	0	No
565	38.9133510	21.7939510	1	0	0	No
566	38.9200960	-8.8860610	1	0	0	No
567	38.9893350	-77.0965150	1	0	0	No
568	38.9943490	-1.8585420	1	0	0	No
569	39.1051990	26.5533400	1	0	0	No
570	39.1053750	26.5602820	1	0	0	No
571	39.1067380	26.5572750	1	0	0	No
572	39.1823190	22.7588100	1	0	0	No
573	39.2077760	16.8901190	1	0	0	No
574	39.2091450	9.1233980	1	0	0	No
575	39.2227200	9.1043160	1	0	0	No
576	39.2238410	9.1216610	3	0	0	No
577	39.2294750	9.1125320	1	0	0	No
578	39.2301260	9.1133270	1	0	0	No
579	39.2409050	9.0947110	2	0	0	No
580	39.2466550	8.9730280	1	0	0	No
581	39.3317750	16.1839030	3	0	0	No
582	39.3464570	16.1977950	1	0	0	No
583	39.3538050	16.2396640	1	0	0	No
584	39.3567910	22.9645880	1	0	0	No
585	39.3604700	16.2265220	2	0	0	No
586	39.3621900	22.9421590	5	0	0	No
587	39.4585590	-0.4066280	2	0	0	No
588	39.4690840	-0.3748010	1	0	0	No
589	39.4699080	-0.3762880	3	0	0	No
590	39.4775540	-0.3616310	2	0	0	No
591	39.4781140	-0.3630670	1	0	0	No
592	39.4814230	-0.3335140	1	0	0	No
593	39.4819450	-0.3714510	1	0	0	No
594	39.4832560	-0.3472810	2	0	0	No
595	39.4840110	-0.7532810	1	0	0	No
596	39.4841340	-0.3914900	1	0	0	No
597	39.4848880	-0.3381560	1	0	0	No
598	39.5037090	-0.4431620	2	0	0	No
599	39.5078100	-0.4201400	4	0	0	No
600	39.5096700	-0.4135960	10	0	0	No
601	39.5104100	-0.3587300	2	0	0	No
602	39.5148900	-0.4604950	1	0	0	No
603	39.5452520	-0.3960270	1	0	0	No
604	39.5696010	2.6501600	3	0	0	No
605	39.6163540	-0.3008940	1	0	0	No
606	39.6249840	19.9223460	2	0	0	No
607	39.6582960	-8.8241240	1	0	0	No
608	39.6650290	20.8537470	5	0	0	No
609	39.6674340	20.8509930	1	0	0	No
610	39.9042110	116.4073950	1	0	0	No
611	39.9537480	32.8620340	1	0	0	No
612	39.9863560	-0.0513250	1	0	0	No
613	39.9957980	-0.0627290	1	0	0	No
614	40.0583890	-0.1836140	1	0	0	No
615	40.2016610	-8.4247480	1	0	0	No
616	40.2033150	-8.4102570	8	0	0	No
617	40.2052630	-8.4058280	1	0	0	No
618	40.2058360	-8.4347880	1	0	0	No
