ID Cluster1;ID Cluster2;RI;RC;RI*RC^1.5;Fusion
15;16;0.9315068493150684;0.8871923160537266;0.7784177137209909;Y
13;14;0.7323943661971831;0.928588625447746;0.6553601563904345;Y
11;12;0.6862745098039216;0.7828612926652143;0.4753626977438022;Y
