IDb	Year	Latitude	Longitude
5310	0	51.481581	-3.17909
5310	0	48.252246	11.559062
5310	0	51.15078	8.31158
5310	0	51.054342	3.717424
5311	0	41.110015	16.882867
5311	0	38.665845	-9.194595
5311	0	53.171826	6.605243
5311	0	51.809567	-0.356105
5312	0	52.44658	13.28247
5312	0	52.632284	-1.124859
5313	0	41.385216	2.117125
5313	0	60.388225	5.318583
5313	0	46.428083	11.343746
5313	0	45.564601	5.917781
5313	0	36.987914	-3.566307
5313	0	60.384874	5.328534
5313	0	51.49824	-0.093096
5313	0	41.394382	2.113115
5313	0	45.92291	8.548589
5313	0	50.075069	14.435077
5313	0	59.968937	10.773849
5313	0	47.264999	11.342872
5313	0	47.849815	13.342408
5313	0	50.064346	19.938278
5314	0	51.609618	-3.98063
5314	0	52.136534	5.210381
5315	0	53.221121	6.574742
5315	0	51.910773	4.468478
5315	0	51.198265	6.788057
5315	0	51.198265	6.788057
5315	0	51.20534	6.78666
5316	0	53.644497	-1.778255
5316	0	52.136534	5.210381
5316	0	51.520726	-0.129498
5317	0	52.334984	4.866885
5317	0	45.544931	8.884179
5317	0	51.15078	8.31158
5317	0	52.136534	5.210381
5318	0	52.273584	10.530598
5318	0	56.154916	9.561332
5318	0	51.962781	5.659489
5318	0	50.9097	-1.404351
5318	0	52.332918	4.863943
5318	0	52.276	10.56913
5318	0	55.708745	13.201775
5319	0	43.318809	11.330757
5319	0	55.394786	10.383395
5319	0	56.165807	10.206496
5319	0	55.368225	10.426634
5320	0	52.160114	4.49701
5320	0	48.796625	2.358471
5320	0	48.791134	2.332001
5320	0	44.407237	8.969511
5320	0	41.9042	12.51766
5321	0	45.052621	9.692984
5321	0	52.005865	-0.425826
5321	0	52.276	10.56913
5321	0	48.840258	1.913753
5321	0	52.210363	-1.600117
5322	0	52.082724	5.17829
5322	0	41.64213	-0.90034
5322	0	46.950408	7.438146
5322	0	55.679635	12.542075
5322	0	60.169787	24.948776
5322	0	53.349805	-6.26031
5322	0	45.476768	9.228827
5322	0	50.632557	5.579666
5322	0	40.640063	22.944419
5322	0	52.132509	0.205668
5322	0	48.764545	2.169007
5322	0	59.913869	10.752245
5322	0	50.581216	8.677622
5322	0	63.980287	28.674904
5323	0	55.862639	-3.153769
5323	0	48.764545	2.169007
5324	0	53.261274	-2.951801
5324	0	52.718975	-6.85037
5324	0	43.290924	-1.983978
5324	0	38.770407	-9.177227
5325	0	55.86296	-4.247276
5325	0	53.261274	-2.951801
5325	0	37.963316	23.729593
5325	0	43.290924	-1.983978
5325	0	38.770407	-9.177227
5325	0	52.718975	-6.85037
5326	0	50.774801	6.075001
5326	0	44.435623	8.886813
5326	0	37.510735	15.068551
5326	0	48.689027	2.057921
5326	0	49.48075	11.10713
5335	0	38.767801	-9.173294
5335	0	37.999265	23.732774
5335	0	53.331195	-6.247127
5335	0	40.423552	-3.681258
5337	0	50.851368	5.690973
5337	0	50.819592	4.398739
5337	0	50.82253	-0.137163
5337	0	41.432468	2.13984
5338	0	51.919352	4.533296
5338	0	48.771896	2.270748
5338	0	45.43535	12.32693
5338	0	50.842125	4.367272
5356	0	56.335054	-2.806343
5356	0	53.349805	-6.26031
5356	0	48.701844	2.134078
5356	0	48.789776	2.287181
5356	0	51.603693	-0.415607
5357	0	59.341108	18.056884
5357	0	48.789776	2.287181
5358	0	51.812563	5.837226
5358	0	48.789776	2.287181
5359	0	48.789776	2.287181
5359	0	51.752021	-1.257726
5359	0	51.575437	-1.317857
5359	0	48.22117	11.59397
5360	0	51.454265	-0.97813
5360	0	51.608044	-1.24484
5360	0	48.789776	2.287181
5361	0	53.335827	-6.235691
5361	0	48.5172	9.07272
5361	0	53.349805	-6.26031
5361	0	51.56121	9.95859
5362	0	50.85034	4.35171
5362	0	53.349805	-6.26031
5362	0	53.349805	-6.26031
5363	0	45.184725	9.158207
5363	0	48.714509	2.245748
5365	0	41.394382	2.113115
5365	0	46.990054	6.924576
5365	0	41.646089	1.516021
5365	0	41.503718	2.086401
5365	0	55.923907	-3.174217
5365	0	41.357044	2.168357
5365	0	42.48343	3.128874
5365	0	44.52161	11.339483
5365	0	43.452598	5.471736
5365	0	42.679091	2.904422
5365	0	41.675995	2.790229
5365	0	53.27578	-9.058625
5366	0	52.070498	4.3007
5366	0	50.893613	-1.394196
5366	0	53.270668	-9.056791
5367	0	60.388075	5.322854
5367	0	53.054826	4.799419
5367	0	54.327126	10.180184
5367	0	38.75776	-9.224547
5367	0	48.381438	-4.620404
5367	0	55.714619	12.528729
5367	0	52.257473	-1.164947
5367	0	52.876011	-1.077836
5367	0	51.185732	-0.612808
5368	0	48.856614	2.352222
5368	0	45.188529	5.724524
5368	0	39.569601	2.65016
5368	0	43.281009	5.350096
5368	0	38.736996	-9.139917
5368	0	44.10245	9.824083
5368	0	43.513477	5.469123
5368	0	41.357044	2.168357
5369	0	52.070498	4.3007
5369	0	51.491049	4.051186
5369	0	55.692573	12.103002
5369	0	53.054826	4.799419
5369	0	53.56881	9.981978
5369	0	53.11048	8.851449
5369	0	42.685743	-8.990794
5369	0	36.98049	-7.90482
5369	0	50.85034	4.35171
5369	0	52.203056	0.122222
5369	0	38.736996	-9.139917
5369	0	50.893613	-1.394196
5369	0	52.66802	-8.630498
5369	0	50.85034	4.35171
5369	0	50.58308	5.559064
5369	0	52.630886	1.297355
5369	0	52.892893	-3.995846
5369	0	69.682866	18.973408
5369	0	44.80064	-0.596055
5369	0	54.330097	10.14798
5369	0	42.223146	-8.749493
5369	0	48.821332	2.315171
5369	0	54.327126	10.180184
5369	0	48.70461	2.132356
5369	0	38.709219	-9.157611
5369	0	49.992862	8.247253
5369	0	50.364185	-4.139168
5369	0	51.185732	-0.612808
5369	0	52.33146	-0.182552
5369	0	48.381438	-4.620404
5369	0	50.366158	-4.147829
5369	0	53.270668	-9.056791
5369	0	53.401095	-3.074262
5387	0	49.009615	8.402661
5387	0	50.680612	-2.251815
5387	0	48.248872	11.653248
5387	0	53.577112	-2.417134
5387	0	48.85432	2.292486
5387	0	44.525486	11.34537
5387	0	41.816347	12.467931
5387	0	49.00689	8.403653
5391	0	49.589674	11.011961
5391	0	48.701844	2.134078
5391	0	48.789776	2.287181
5391	0	44.525608	11.344409
5391	0	41.816347	12.467931
5391	0	50.899332	6.392292
5391	0	50.938685	6.951904
5391	0	49.00689	8.403653
5392	0	49.589674	11.011961
5392	0	43.720392	10.390836
5392	0	48.40288	11.741185
5392	0	40.440506	-3.689842
5392	0	50.901756	6.398384
5392	0	49.014185	8.383265
5392	0	50.938685	6.951904
5392	0	53.28807	-2.345646
5393	0	48.78127	9.17489
5393	0	50.680612	-2.251815
5393	0	41.917883	12.503992
5393	0	45.205681	5.69975
5393	0	49.00689	8.403653
5394	0	49.589674	11.011961
5394	0	51.571062	-1.294216
5394	0	48.7505	9.1048
5394	0	41.917883	12.503992
5394	0	45.188529	5.724524
5394	0	52.780835	4.676354
5394	0	44.164922	0.163699
5394	0	49.00689	8.403653
5395	0	50.680612	-2.251815
5395	0	49.589674	11.011961
5395	0	48.78127	9.17489
5395	0	55.692573	12.103002
5395	0	40.448893	-3.719283
5395	0	51.0608	13.94726
5395	0	40.451373	-3.727224
5395	0	48.789776	2.287181
5395	0	41.917883	12.503992
5395	0	41.808521	12.676104
5395	0	53.28807	-2.345646
5408	0	41.379088	2.12784
5408	0	44.164922	0.163699
5408	0	40.451373	-3.727224
5409	0	59.372636	17.999136
5409	0	63.825847	20.263035
5409	0	45.649526	13.776818
5409	0	63.825847	20.263035
5409	0	40.640063	22.944419
5409	0	41.816347	12.467931
5409	0	48.22117	11.59397
5409	0	50.56515	4.68843
5409	0	45.93859	13.62323
5410	0	50.86386	4.69594
5410	0	51.42366	-0.33955
5410	0	52.268874	10.52677
5412	0	41.551796	-8.421211
5412	0	55.763516	12.494943
5412	0	45.425802	4.392766
5412	0	51.23622	-0.570409
5412	0	56.549869	9.017594
5412	0	55.722728	12.538214
5413	0	57.184889	-2.190445
5414	0	51.985103	5.89873
5414	0	52.168318	4.481619
5414	0	52.211157	5.969923
5414	0	48.789776	2.287181
5414	0	42.023599	12.316975
5414	0	48.22117	11.59397
5415	0	59.372636	17.999136
5415	0	56.170393	10.206299
5415	0	48.135201	11.560582
5417	0	41.503718	2.086401
5417	0	55.64191	12.087845
5417	0	53.349805	-6.26031
5417	0	52.481138	1.753449
5417	0	49.633731	-1.622137
5417	0	40.451373	-3.727224
5417	0	42.023599	12.316975
5417	0	55.70466	13.191007
5418	0	40.441292	-3.687605
5418	0	51.515136	-0.116613
5418	0	48.840352	2.310807
5418	0	51.61716	-0.22011
5469	0	50.827845	12.92137
5469	0	43.582381	1.436835
5469	0	59.329323	18.068581
5469	0	41.394382	2.113115
5469	0	58.410807	15.621373
5469	0	51.609618	-3.98063
5469	0	55.763516	12.494943
5469	0	52.520007	13.404954
5469	0	48.775846	9.182932
5469	0	41.889187	12.498257
5469	0	59.339783	17.939713
5469	0	50.85034	4.35171
5469	0	51.759557	-1.258325
5469	0	53.4748	-2.234876
5469	0	38.736996	-9.139917
5469	0	40.305075	-3.709378
5469	0	47.661765	9.480011
5469	0	45.07697	7.61441
5469	0	51.454513	-2.58791
5469	0	48.847647	2.208115
5469	0	48.713191	10.770721
5469	0	43.608658	1.381408
5469	0	37.913444	23.754902
5469	0	48.717531	11.494058
5469	0	53.05127	8.79791
5469	0	63.420186	10.393283
5469	0	55.774254	12.49999
5469	0	63.980287	28.674904
5469	0	40.429965	-3.725739
5469	0	48.091622	11.649201
5469	0	53.345162	-6.264515
5469	0	43.616354	7.055222
5469	0	51.283236	-0.776563
5469	0	43.327354	-3.011317
5469	0	48.804689	2.289387
5469	0	52.345104	4.843827
5469	0	51.527754	9.931267
5469	0	51.507351	-0.127758
5469	0	37.983917	23.72936
5470	0	50.680612	-2.251815
5470	0	48.78127	9.17489
5470	0	51.447127	7.26504
5470	0	41.808521	12.676104
5470	0	48.789776	2.287181
5470	0	49.00689	8.403653
5474	0	51.899386	-2.078253
5474	0	51.333117	9.5224
5474	0	50.85034	4.35171
5474	0	48.795892	1.969679
5474	0	44.895295	-0.7181
5474	0	50.165179	8.645801
5474	0	43.622287	1.392404
5474	0	51.454513	-2.58791
5474	0	53.342121	-2.1619
5474	0	53.332849	-6.291391
5474	0	45.514584	9.135863
5474	0	47.661765	9.480011
5474	0	48.856614	2.352222
5474	0	53.543581	9.84127
5474	0	43.604652	1.444209
5474	0	51.283236	-0.776563
5474	0	52.300278	4.796944
5474	0	40.91013	14.382912
5474	0	37.980205	23.768026
5474	0	52.345104	4.843827
5475	0	52.011577	4.357068
5475	0	50.779723	6.076982
5475	0	53.408371	-2.991573
5475	0	38.164046	21.834307
5475	0	51.539163	-2.555927
5475	0	48.749358	2.349936
5475	0	43.604652	1.444209
5475	0	43.608658	1.381408
5475	0	53.543581	9.84127
5475	0	52.300278	4.796944
5475	0	52.071528	-0.625932
5475	0	40.295879	-3.697826
5475	0	48.16907	11.82057
5475	0	51.454513	-2.58791
5475	0	48.759255	2.302553
5475	0	48.748474	9.101307
5475	0	50.62925	3.057256
5475	0	52.712083	5.755032
5479	0	53.543581	9.84127
5479	0	43.604652	1.444209
5479	0	48.77705	2.19957
5479	0	43.608658	1.381408
5479	0	40.446592	-3.53848
5479	0	52.068635	-0.608741
5479	0	52.486243	-1.890401
5479	0	51.509567	-2.582688
5479	0	48.074502	11.248311
5484	0	48.72375	9.11741
5484	0	50.668081	4.611832
5484	0	53.483729	-2.270457
5484	0	59.913869	10.752245
5484	0	51.41579	-2.203553
5484	0	43.651525	3.863444
5484	0	43.616354	7.055222
5484	0	50.834373	4.361044
5484	0	49.02812	8.4417
5485	0	51.526712	-0.161599
5485	0	45.43535	12.32693
5486	0	40.52568	-3.60252
5486	0	38.716903	-9.152238
5486	0	40.459538	-3.691118
5487	0	43.234419	-0.281299
5487	0	51.49798	-0.13578
5487	0	48.836874	2.269416
5487	0	52.212542	0.093948
5487	0	52.073918	-0.628755
5487	0	50.212541	8.564415
5487	0	51.283236	-0.776563
5487	0	37.983917	23.72936
5487	0	48.213535	11.481335
5488	0	55.763516	12.494943
5488	0	59.347379	18.073953
5488	0	50.85034	4.35171
5488	0	52.343599	4.968962
5488	0	41.10948	16.87685
5491	0	49.458493	1.069587
5491	0	48.836874	2.269416
5491	0	49.41897	8.67274
5491	0	49.009615	8.402661
5491	0	43.234419	-0.281299
5491	0	51.49798	-0.13578
5491	0	48.149351	11.567826
5491	0	58.283489	12.285821
5491	0	38.735349	-9.138413
5491	0	38.164046	21.834307
5491	0	46.650703	0.374772
5491	0	52.073918	-0.628755
5491	0	45.06795	7.655808
5491	0	40.91013	14.382912
5491	0	50.212541	8.564415
5491	0	51.283236	-0.776563
5491	0	43.604652	1.444209
5491	0	48.213535	11.481335
5492	0	50.668081	4.611832
5492	0	52.633125	-2.127957
5492	0	50.85034	4.35171
5492	0	50.9097	-1.404351
5492	0	38.735386	-9.138213
5492	0	43.608658	1.381408
5492	0	51.509567	-2.582688
5492	0	52.300278	4.796944
5492	0	47.759001	9.183492
5492	0	44.844877	-0.656358
5492	0	48.135125	11.581981
5492	0	47.661765	9.480011
5492	0	40.295879	-3.697826
5492	0	47.603392	9.887924
5492	0	48.918294	2.313258
5493	0	41.692694	-0.862747
5493	0	51.49798	-0.13578
5493	0	58.410807	15.621373
5493	0	48.836874	2.269416
5493	0	38.735349	-9.138413
5493	0	53.473702	-2.233229
5493	0	44.844877	-0.656358
5493	0	52.300278	4.796944
5493	0	53.05127	8.79791
5493	0	54.868948	-1.698841
5493	0	43.608658	1.381408
5493	0	40.305075	-3.709378
5493	0	51.764401	-0.237748
5493	0	47.661765	9.480011
5493	0	41.122671	14.184732
5493	0	37.913444	23.754902
5493	0	52.011577	4.357068
5493	0	40.91013	14.382912
5493	0	49.418762	0.233262
5493	0	48.804689	2.289387
5493	0	52.675472	5.926783
5493	0	52.314945	10.560662
5493	0	53.270668	-9.056791
5493	0	50.143753	8.74575
5494	0	40.824733	14.194547
5494	0	49.00689	8.403653
5494	0	52.198287	0.120235
5494	0	41.122671	14.184732
5494	0	53.05127	8.79791
5494	0	37.983917	23.72936
5494	0	52.370216	4.895168
5494	0	51.283236	-0.776563
5494	0	48.804689	2.289387
5495	0	48.75022	9.11409
5495	0	41.692694	-0.862747
5495	0	49.458493	1.069587
5495	0	38.735349	-9.138413
5495	0	52.073918	-0.628755
5495	0	51.499766	-0.178364
5496	0	44.938591	4.918927
5496	0	53.558931	9.982448
5496	0	51.357116	0.503311
5496	0	41.150008	-8.612951
5496	0	48.074502	11.248311
5496	0	53.270668	-9.056791
5498	0	51.899386	-2.078253
5498	0	48.78938	2.211953
5498	0	53.543581	9.84127
5498	0	51.054342	3.717424
5498	0	47.757935	9.186455
5498	0	51.509567	-2.582688
5498	0	40.91013	14.382912
5498	0	51.441642	5.469722
5498	0	52.300278	4.796944
5498	0	48.135125	11.581981
5498	0	55.839142	12.400343
5498	0	48.851726	2.262351
5498	0	55.730614	12.389402
5498	0	53.332849	-6.291391
5498	0	40.304954	-3.708377
5498	0	43.604652	1.444209
5498	0	37.980205	23.768026
5499	0	49.009615	8.402661
5499	0	48.836874	2.269416
5499	0	51.49798	-0.13578
5499	0	43.798303	11.253378
5499	0	43.234419	-0.281299
5499	0	52.212542	0.093948
5499	0	50.788721	-1.793201
5499	0	51.760736	-1.259117
5499	0	58.283489	12.285821
5499	0	52.66802	-8.630498
5499	0	40.91013	14.382912
5499	0	45.06795	7.655808
5499	0	47.473827	8.306429
5499	0	40.640063	22.944419
5499	0	50.212541	8.564415
5499	0	48.213535	11.481335
5499	0	40.471568	-3.449835
5499	0	51.283236	-0.776563
5499	0	50.74594	4.35753
5502	0	45.153225	5.726817
5502	0	55.763516	12.494943
5502	0	51.46	-2.62
5502	0	51.986005	4.37939
5502	0	50.375457	-4.142656
5502	0	55.871683	12.495653
5502	0	57.026926	9.944759
5502	0	51.999944	4.375707
5502	0	40.392935	-3.704917
5502	0	51.607468	-1.111994
5502	0	52.385907	9.711913
5502	0	45.477832	9.227431
5503	0	48.856614	2.352222
5503	0	44.10245	9.824083
5503	0	41.357044	2.168357
5505	0	41.389897	2.150558
5505	0	52.376383	9.802693
5507	0	59.299615	18.012029
5507	0	37.888175	-4.779383
5507	0	44.407237	8.969511
5507	0	52.136534	5.210381
5508	0	41.497335	2.091038
5508	0	51.365018	-0.164921
5508	0	63.980287	28.674904
5508	0	41.9042	12.51766
5509	0	55.748936	12.585478
5509	0	41.772207	12.224145
5509	0	43.613672	13.501547
5509	0	37.983917	23.72936
5510	0	43.722839	10.401689
5510	0	51.969187	5.665395
5510	0	52.447032	13.285093
5510	0	63.980287	28.674904
5510	0	59.975474	11.053226
5510	0	37.983793	23.762969
5510	0	48.252246	11.559062
5510	0	52.136534	5.210381
5510	0	37.978888	23.731869
5511	0	43.795566	11.17826
5511	0	37.96034	-6.05733
5511	0	38.751157	-9.153918
5511	0	43.610769	3.876716
5511	0	38.770407	-9.177227
5512	0	41.112213	16.862634
5512	0	41.903359	12.515426
5512	0	44.648837	10.920087
5512	0	51.515911	-0.237663
5513	0	43.718561	10.395591
5513	0	50.85034	4.35171
5513	0	50.813063	4.430848
5513	0	48.856614	2.352222
5513	0	44.40642	8.96886
5514	0	45.205168	5.737805
5514	0	53.224258	6.571039
5514	0	51.427712	-0.175671
5514	0	41.646089	1.516021
5514	0	48.822074	2.423481
5514	0	63.980287	28.674904
5514	0	37.983793	23.762969
5514	0	48.252246	11.559062
5515	0	52.160114	4.49701
5515	0	52.622722	-1.125314
5515	0	38.722252	-9.139337
5515	0	50.82253	-0.137163
5516	0	52.160114	4.49701
5516	0	48.579335	7.764055
5516	0	45.746363	4.86892
5516	0	41.9042	12.51766
5518	0	55.785574	12.521381
5518	0	53.238465	6.537786
5520	0	40.482848	-3.363075
5520	0	48.40288	11.741185
5520	0	59.812553	17.66781
5520	0	56.456405	-3.069387
5520	0	55.680364	12.571398
5521	0	43.77751	11.258831
5521	0	51.03938	7.04654
5521	0	40.827168	14.19017
5522	0	48.846013	2.355167
5522	0	51.758334	-1.253622
5522	0	48.840352	2.310807
5522	0	50.56515	4.68843
5522	0	40.431851	-3.633012
5522	0	50.803792	8.756557
5523	0	39.36047	16.226522
5523	0	40.846762	14.249769
5523	0	37.51336	15.083317
5523	0	41.945732	12.627362
5523	0	52.024795	-0.709369
5524	0	41.503718	2.086401
5524	0	44.491269	11.353962
5524	0	59.913869	10.752245
5524	0	50.82253	-0.137163
5524	0	52.38105	13.063926
5524	0	60.180954	24.928848
5524	0	51.92442	4.477733
5524	0	47.375209	8.547691
5524	0	59.90622	10.633867
5529	0	55.780462	12.518136
5529	0	40.828589	14.190902
5529	0	50.9097	-1.404351
5529	0	48.135125	11.581981
5529	0	45.63143	8.7469
5529	0	50.942061	-2.633308
5529	0	41.106126	14.213049
5529	0	43.421274	5.218332
5529	0	48.135125	11.581981
5529	0	51.284171	-0.783751
5529	0	45.771944	4.890171
5529	0	43.604652	1.444209
5530	0	50.778048	6.088768
5530	0	44.402913	8.958573
5530	0	50.62925	3.057256
5530	0	50.74594	4.35753
5531	0	51.49798	-0.13578
5531	0	50.85034	4.35171
5531	0	40.640063	22.944419
5531	0	52.073918	-0.628755
5532	0	52.512181	13.327091
5532	0	50.82253	-0.137163
5532	0	48.856614	2.352222
5532	0	44.49217	11.35183
5532	0	50.841085	4.369924
5532	0	50.005329	8.031581
5532	0	48.402271	2.687218
5533	0	45.476739	9.227256
5533	0	40.634182	15.807023
5533	0	44.402571	8.960208
5533	0	45.343563	11.675683
5533	0	40.725927	8.555683
5533	0	41.928195	12.603633
5533	0	41.927316	12.575164
5533	0	41.958152	12.487714
5533	0	41.872039	12.491377
5533	0	45.498097	9.266106
5533	0	43.75459	11.25351
5533	0	40.760575	8.44571
5533	0	43.770102	11.261478
5533	0	51.511172	-0.119319
5533	0	37.989915	-1.12991
5533	0	37.985642	-1.128706
5535	0	53.427463	-1.354385
5535	0	52.31403	10.546158
5535	0	48.135125	11.581981
5535	0	53.05127	8.79791
5535	0	52.011577	4.357068
5535	0	47.661765	9.480011
5535	0	51.283236	-0.776563
5535	0	40.91013	14.382912
5535	0	40.295879	-3.697826
5535	0	48.847647	2.208115
5535	0	45.824435	8.810894
5535	0	51.539163	-2.555927
5535	0	53.342121	-2.1619
5535	0	48.856614	2.352222
5535	0	52.300278	4.796944
5535	0	52.712083	5.755032
5535	0	37.983917	23.72936
5537	0	59.329323	18.068581
5537	0	52.45495	-1.926478
5537	0	59.968937	10.773849
5537	0	41.394382	2.113115
5537	0	55.708745	13.201775
5538	0	59.339783	17.939713
5538	0	38.24664	21.734574
5538	0	50.9097	-1.404351
5538	0	53.342256	-6.252457
5538	0	41.106126	14.213049
5538	0	48.796899	2.280397
5538	0	52.675472	5.926783
5538	0	50.86386	4.69594
5539	0	41.503718	2.086401
5539	0	52.374168	4.892371
5539	0	51.560596	5.091914
5539	0	52.5016	13.31112
5540	0	41.503718	2.086401
5540	0	52.221537	6.893662
5540	0	42.231619	12.552751
5540	0	48.785736	2.449555
5540	0	46.527836	6.572042
5540	0	45.468183	9.167103
5543	0	59.350934	18.066793
5543	0	45.188529	5.724524
5543	0	60.173324	24.941025
5548	0	50.668081	4.611832
5548	0	50.92725	6.934117
5548	0	46.947922	7.444608
5548	0	43.604652	1.444209
5548	0	53.56817	9.97422
5548	0	48.895207	2.167727
5548	0	51.41604	-0.75398
5548	0	53.56881	9.981978
5552	0	59.858564	17.638927
5552	0	55.64191	12.087845
5552	0	53.335827	-6.235691
5552	0	40.640063	22.944419
5552	0	54.191009	-2.910688
5553	0	51.985103	5.89873
5553	0	51.481581	-3.17909
5553	0	48.22117	11.59397
5553	0	51.575437	-1.317857
5554	0	43.452779	-3.850262
5554	0	48.789776	2.287181
5554	0	41.816347	12.467931
5554	0	38.001622	23.76479
5554	0	37.983793	23.762969
5554	0	38.791399	-9.104116
5555	0	45.743411	4.875108
5556	0	51.521035	-0.099669
5556	0	51.751735	-1.184661
5556	0	48.789776	2.287181
5556	0	41.8887	12.47301
5559	0	41.903359	12.515426
5559	0	55.676097	12.568337
5560	0	45.70614	9.73811
5560	0	63.980287	28.674904
5560	0	53.4748	-2.234876
5560	0	40.640063	22.944419
5561	0	58.759108	16.859604
5561	0	55.692573	12.103002
5561	0	51.523604	-0.128188
5561	0	56.146047	10.202726
5561	0	44.39384	8.952557
5561	0	55.673006	12.552495
5561	0	44.406485	8.919697
5561	0	41.932734	12.464633
5561	0	55.667028	12.568154
5565	0	49.458493	1.069587
5565	0	43.304497	5.376672
5565	0	55.763516	12.494943
5565	0	45.062553	7.662398
5565	0	59.339783	17.939713
5565	0	37.381566	-5.990537
5565	0	59.329323	18.068581
5565	0	38.735349	-9.138413
5565	0	53.480759	-2.242631
5565	0	38.164046	21.834307
5565	0	50.85034	4.35171
5565	0	52.011577	4.357068
5565	0	48.771896	2.270748
5565	0	43.616354	7.055222
5565	0	43.59201	1.446264
5565	0	37.983917	23.72936
5565	0	49.57127	11.027574
5565	0	37.983917	23.72936
5565	0	51.498179	-0.174115
5569	0	52.160114	4.49701
5569	0	52.160114	4.49701
5569	0	48.697161	2.189617
5569	0	48.796625	2.358471
5569	0	45.20051	9.13542
5569	0	37.983917	23.72936
5569	0	49.414424	8.672593
5569	0	49.00689	8.403653
5570	0	43.631956	3.860362
5570	0	55.692573	12.103002
5570	0	51.608044	-1.24484
5570	0	45.205681	5.69975
5570	0	48.789776	2.287181
5570	0	51.575437	-1.317857
5570	0	50.569607	8.674101
5571	0	59.372636	17.999136
5571	0	42.420677	12.107669
5571	0	37.35953	-5.986261
5571	0	41.903359	12.515426
5572	0	55.658514	12.273742
5572	0	52.644393	-2.433226
5572	0	55.792279	12.495403
5572	0	49.79763	9.91769
5573	0	41.385216	2.117125
5573	0	48.871649	2.274072
5573	0	40.4352	-3.68134
5573	0	37.982407	23.707056
5573	0	51.608044	-1.24484
5573	0	48.789776	2.287181
5573	0	50.813063	4.430848
5573	0	40.451373	-3.727224
5573	0	50.56515	4.68843
5574	0	48.782068	9.175486
5574	0	48.861297	2.345299
5574	0	45.478384	9.228112
5574	0	48.846013	2.355167
5575	0	38.659788	-9.202776
5575	0	41.357044	2.168357
5575	0	46.19313	-1.188987
5575	0	54.330097	10.14798
5575	0	55.708745	13.201775
5575	0	37.983917	23.72936
5575	0	41.9042	12.51766
5576	0	51.344593	-0.194398
5576	0	45.511808	9.137356
5576	0	59.913869	10.752245
5576	0	59.220111	17.932937
5577	0	51.898968	-2.164457
5577	0	44.608288	2.032871
5577	0	53.342256	-6.252457
5577	0	38.735386	-9.138213
5577	0	47.661765	9.480011
5577	0	52.300278	4.796944
5577	0	43.608658	1.381408
5577	0	41.106126	14.213049
5577	0	52.150808	-0.476445
5577	0	40.91013	14.382912
5577	0	52.712083	5.755032
5577	0	49.474917	11.122598
5577	0	47.858223	12.115315
5577	0	48.796899	2.280397
5577	0	53.270668	-9.056791
5577	0	52.675472	5.926783
5579	0	52.083308	5.178244
5579	0	49.009369	8.411794
5579	0	63.825847	20.263035
5579	0	45.840091	8.756919
5579	0	52.136534	5.210381
5579	0	51.15078	8.31158
5580	0	52.007608	4.367013
5580	0	51.5485	-0.479611
5580	0	55.686351	12.558238
5581	0	41.384874	2.115246
5581	0	53.551085	9.993682
5581	0	37.993553	23.729951
5581	0	53.480759	-2.242631
5581	0	48.845585	2.339632
5581	0	41.326272	2.080023
5581	0	53.300594	-2.371833
5581	0	37.97186	23.730475
5582	0	51.46348	7.00377
5582	0	49.589674	11.011961
5582	0	52.66801	-8.574442
5582	0	52.780835	4.676354
5582	0	37.983917	23.72936
5583	0	51.608044	-1.24484
5583	0	50.82253	-0.137163
5583	0	51.73173	0.49047
5583	0	45.188529	5.724524
5583	0	45.189611	5.778109
5583	0	48.8352	2.310904
5583	0	49.02812	8.4417
5584	0	41.178523	-8.598955
5584	0	51.608044	-1.24484
5584	0	41.175029	-8.599577
5584	0	48.692054	6.184417
5584	0	51.441642	5.469722
5584	0	45.774657	4.77867
5584	0	37.983917	23.72936
5584	0	51.498179	-0.174115
5584	0	51.497599	11.940142
5584	0	51.511172	-0.119319
5584	0	49.57127	11.027574
5584	0	45.06238	7.662557
5584	0	51.498179	-0.174115
5584	0	49.54239	11.0266
5585	0	50.668081	4.611832
5585	0	51.608044	-1.24484
5585	0	48.853888	2.293813
5585	0	50.673633	4.612113
5585	0	48.875563	2.174977
5585	0	50.899332	6.392292
5585	0	50.877954	4.700295
5585	0	37.988023	23.732303
5586	0	38.705942	-9.168015
5587	0	51.969187	5.665395
5587	0	38.02364	23.732799
5587	0	50.85034	4.35171
5587	0	52.211157	5.969923
5587	0	38.736996	-9.139917
5587	0	38.736819	-9.138705
5587	0	38.002156	23.941411
5587	0	49.496964	11.755425
5587	0	50.452284	3.953767
5587	0	48.753633	2.273354
5587	0	50.410903	4.447521
5587	0	51.498179	-0.174115
5588	0	42.023599	12.316975
5588	0	45.076189	7.692162
5588	0	43.34678	12.907403
5588	0	48.91527	2.357573
5589	0	51.608044	-1.24484
5589	0	48.72375	9.11741
5589	0	50.673633	4.612113
5589	0	48.871872	2.317643
5589	0	48.789776	2.287181
5589	0	51.5118	-0.128893
5590	0	51.608044	-1.24484
5590	0	41.903359	12.515426
5590	0	50.13291	8.43801
5591	0	43.296482	5.36978
5591	0	52.448972	-1.93086
5591	0	55.872328	-4.288126
5591	0	43.115685	5.881465
5591	0	45.188529	5.724524
5591	0	38.002156	23.941411
5591	0	37.97186	23.730475
5591	0	55.864237	-4.251806
5591	0	55.866166	-4.250567
5591	0	54.968276	-1.612204
5592	0	37.983137	23.736804
5592	0	51.945738	5.86109
