IDb	Year	Latitude	Longitude
4815	0	38.002156	23.941411
4816	0	37.988608	23.736998
4816	0	37.975788	23.74134
4816	0	47.999008	7.842104
4817	0	38.717552	-9.150943
4817	0	54.768139	-1.571858
4817	0	51.758515	-1.254482
4817	0	41.379088	2.12784
4817	0	48.381438	-4.620404
4817	0	38.760033	-9.140081
4818	0	51.896892	-8.486316
4818	0	49.009615	8.402661
4818	0	37.510735	15.068551
4818	0	50.865155	4.678824
4818	0	52.011395	-8.344027
4819	0	48.113	11.53849
4819	0	50.865155	4.678824
4819	0	43.687065	5.707942
4819	0	52.764597	4.661533
4820	0	59.427113	17.952821
4820	0	55.763516	12.494943
4820	0	48.775846	9.182932
4820	0	52.780835	4.676354
4820	0	51.998891	4.373592
4820	0	51.449433	-2.574374
4820	0	37.988023	23.732303
4821	0	37.35953	-5.986261
4821	0	52.487963	-1.884855
4821	0	55.731596	12.361775
4821	0	55.678436	12.574096
4821	0	55.610803	12.489157
4821	0	63.980287	28.674904
4821	0	55.697304	12.579513
4822	0	55.692573	12.103002
4822	0	59.427113	17.952821
4822	0	52.370154	4.926629
4822	0	52.780835	4.676354
4822	0	40.451373	-3.727224
4822	0	53.544386	9.977989
4823	0	37.50993	15.07996
4823	0	43.646251	3.870279
4823	0	37.983917	23.72936
4824	0	41.869573	12.534254
4824	0	37.983917	23.72936
4825	0	55.329047	11.15014
4825	0	55.763516	12.494943
4825	0	45.73684	4.869114
4825	0	43.616354	7.055222
4825	0	48.852283	2.273613
4825	0	49.777959	9.968186
4825	0	55.647005	13.215302
4825	0	48.693064	2.294762
4826	0	52.205337	0.121817
4826	0	55.671444	12.543005
4826	0	55.799987	12.495424
4826	0	48.118273	11.543219
4826	0	55.19085	9.058587
4827	0	50.85034	4.35171
4827	0	50.85034	4.35171
4828	0	52.501478	5.446746
4828	0	53.544386	9.977989
4828	0	51.449433	-2.574374
4829	0	43.921807	5.915724
4829	0	43.687065	5.707942
4829	0	38.002156	23.941411
4829	0	38.770407	-9.177227
4830	0	49.424201	7.755016
4830	0	50.85034	4.35171
4831	0	43.921807	5.915724
4831	0	43.687065	5.707942
4831	0	38.770407	-9.177227
4832	0	48.751055	9.10543
4832	0	52.780835	4.676354
4832	0	52.345104	4.843827
4832	0	48.748474	9.101307
4833	0	40.446654	-3.731824
4833	0	41.135532	-1.841587
4833	0	51.80293	10.34452
4834	0	51.374679	0.513518
4834	0	53.001898	-1.104531
4834	0	41.917883	12.503992
4834	0	51.437658	-0.331496
4834	0	60.293366	25.037733
4835	0	51.608044	-1.24484
4835	0	47.579501	6.976492
4835	0	43.5408	-1.461038
4836	0	37.982407	23.707056
4837	0	52.335076	4.85986
4837	0	50.923102	5.416392
4838	0	55.739483	12.492541
4838	0	56.693977	8.414061
4838	0	51.639786	-1.709294
4839	0	52.27846	10.53998
4839	0	37.986433	23.728486
4839	0	52.27683	10.53988
4839	0	48.75976	9.27228
4839	0	51.485725	6.968896
4839	0	48.75976	9.27228
4839	0	37.988023	23.732303
4839	0	50.14399	8.16376
4840	0	41.178523	-8.598955
4840	0	38.002156	23.941411
4840	0	37.510735	15.068551
4840	0	50.845508	4.35195
4840	0	40.451373	-3.727224
4840	0	37.983917	23.72936
4840	0	38.770407	-9.177227
4841	0	53.349805	-6.26031
4842	0	38.736996	-9.139917
4842	0	50.81361	4.383699
4842	0	48.661118	6.17376
4843	0	53.349805	-6.26031
4844	0	55.763516	12.494943
4844	0	52.011577	4.357068
4844	0	48.775846	9.182932
4844	0	41.178523	-8.598955
4844	0	63.980287	28.674904
4844	0	55.860341	-4.245685
4844	0	37.510735	15.068551
4844	0	40.451373	-3.727224
4844	0	50.845508	4.35195
4844	0	38.002156	23.941411
4844	0	48.852283	2.273613
4845	0	52.068901	5.109093
4845	0	51.312509	9.477886
4846	0	40.463543	-3.691771
4846	0	51.43499	6.79882
4847	0	51.479459	-0.17034
4847	0	51.43499	6.79882
4848	0	51.479459	-0.17034
4848	0	51.43499	6.79882
4849	0	41.946942	12.471502
4849	0	40.447361	-3.738431
4849	0	38.665845	-9.194595
4849	0	54.980441	-1.490763
4849	0	51.346836	-0.902591
4850	0	51.511172	-0.119319
4850	0	48.840258	1.913753
4851	0	55.787026	12.527595
4851	0	53.14345	8.214552
4851	0	53.51789	8.11843
4852	0	49.576118	11.009481
4852	0	56.021515	8.376667
4853	0	51.508946	-0.281112
4854	0	44.767197	10.31524
4854	0	54.976519	-1.606723
25794	0	41.892855	12.492997
25794	0	51.457616	-0.945622
25794	0	51.52379	9.93087
25794	0	44.80583	-0.630386
25794	0	41.152722	-8.615738
25794	0	37.983917	23.72936
25794	0	38.722252	-9.139337
25794	0	45.771944	4.890171
25795	0	52.038456	8.49599
25795	0	39.481423	-0.333514
25795	0	57.014186	9.986443
25795	0	48.673218	6.153496
25795	0	49.573849	11.027041
25795	0	46.065855	11.152552
25796	0	50.845382	5.685118
25796	0	40.421336	-3.696679
